# t (s)	mx ()	my ()	mz ()
3.0105618006768146e-09	0.9640833139419556	0.13504472374916077	-0.01269850879907608
3.020511981662974e-09	0.9553209543228149	0.1621641218662262	-0.02449745126068592
3.0305084010556248e-09	0.9392064213752747	0.20494401454925537	-0.035453736782073975
3.0404697968825774e-09	0.9141331911087036	0.26023468375205994	-0.045188143849372864
3.0504809561529374e-09	0.878405749797821	0.32500845193862915	-0.053576234728097916
3.060458779409129e-09	0.8314524292945862	0.3950037360191345	-0.060563936829566956
3.0704379181425306e-09	0.7728457450866699	0.4669235348701477	-0.06649293750524521
3.080409672295655e-09	0.702468991279602	0.5376334190368652	-0.07193031907081604
3.0905457878791473e-09	0.6183196306228638	0.605456531047821	-0.07774414867162704
3.100459916255391e-09	0.5225489139556885	0.6648313403129578	-0.08461019396781921
3.110444720162636e-09	0.41082847118377686	0.7136168479919434	-0.09363234043121338
3.120513164429169e-09	0.2809511423110962	0.74555504322052	-0.10549942404031754
3.1304595167350816e-09	0.1359587013721466	0.7523099184036255	-0.11960229277610779
3.1404587439903734e-09	-0.02252325788140297	0.7272129058837891	-0.13452377915382385
3.150400894862621e-09	-0.185968816280365	0.6675496101379395	-0.14807598292827606
3.160466456930036e-09	-0.349805623292923	0.5727663636207581	-0.1590997576713562
3.1704048376900756e-09	-0.5014042258262634	0.4478738605976105	-0.1664685606956482
3.180482455937877e-09	-0.634894847869873	0.29439979791641235	-0.16911065578460693
3.190479831590501e-09	-0.7407526969909668	0.1225852519273758	-0.16531410813331604
3.2004301402023376e-09	-0.8155710697174072	-0.060793593525886536	-0.15343143045902252
3.210461220716034e-09	-0.8518420457839966	-0.2453305423259735	-0.13097794353961945
3.2204504407522172e-09	-0.839450478553772	-0.40118086338043213	-0.09630441665649414
3.2304535776000008e-09	-0.7862143516540527	-0.487531840801239	-0.052996404469013214
3.240440799576332e-09	-0.7265438437461853	-0.485838919878006	-0.012384826317429543
3.2504517366098313e-09	-0.6838464736938477	-0.4160289168357849	0.019601136445999146
3.2603988213143637e-09	-0.6617755889892578	-0.31000807881355286	0.04224957525730133
3.2704334913577614e-09	-0.6557770371437073	-0.1981162577867508	0.05593608692288399
3.280417024112704e-09	-0.6625334024429321	-0.1079585999250412	0.06261852383613586
3.290433526030761e-09	-0.6859683990478516	-0.04675519838929176	0.06637988984584808
3.3004068581937153e-09	-0.7417779564857483	-0.009459834545850754	0.06960652768611908
3.310396593436195e-09	-0.8283184170722961	0.024047009646892548	0.07322416454553604
3.32043824433112e-09	-0.9124113917350769	0.08767959475517273	0.07665574550628662
3.3304200370908553e-09	-0.9325705766677856	0.18421350419521332	0.07401921600103378
3.340416623283567e-09	-0.8658685684204102	0.2601502239704132	0.06338474899530411
3.350422470862105e-09	-0.7718343138694763	0.29006117582321167	0.04956802353262901
3.3604235452855864e-09	-0.7038068771362305	0.3004716634750366	0.03576941043138504
3.3704390672199833e-09	-0.6773121953010559	0.31591320037841797	0.021971575915813446
3.380462754630423e-09	-0.6861822605133057	0.34647804498672485	0.0068318527191877365
3.3904075700180754e-09	-0.7220637202262878	0.3854696452617645	-0.01029197033494711
3.400492020406922e-09	-0.7781988382339478	0.4079008996486664	-0.029977746307849884
3.4104697656127425e-09	-0.8391015529632568	0.38638925552368164	-0.05055579915642738
3.4204483290504814e-09	-0.8901031017303467	0.3160880208015442	-0.06890907138586044
3.4304102753427787e-09	-0.9169884324073792	0.20905530452728271	-0.08120527863502502
3.440460427543385e-09	-0.9152347445487976	0.0841713547706604	-0.08454448729753494
3.4504648161010404e-09	-0.8940969705581665	-0.03136138617992401	-0.0770820900797844
3.460441628144155e-09	-0.8699154853820801	-0.12577778100967407	-0.06083869934082031
3.470398425556136e-09	-0.8536102175712585	-0.20027358829975128	-0.038348399102687836
3.4803998911973963e-09	-0.8555299639701843	-0.2509649395942688	-0.011501481756567955
3.4904380193256737e-09	-0.8811832666397095	-0.26554182171821594	0.018492527306079865
3.500426243139198e-09	-0.9193106889724731	-0.22633302211761475	0.04767166078090668
3.5104289323870594e-09	-0.9441981911659241	-0.13356219232082367	0.06966815888881683
3.520398827090607e-09	-0.9411016702651978	-0.013037282973527908	0.08141803741455078
3.5304327883356696e-09	-0.9182780385017395	0.11343549191951752	0.08315224945545197
3.540432377736608e-09	-0.8845387101173401	0.23305392265319824	0.07577508687973022
3.5504765896489047e-09	-0.8504664897918701	0.33742067217826843	0.0597987100481987
3.56049107425073e-09	-0.8293456435203552	0.4155593812465668	0.036329396069049835
3.5704536231496947e-09	-0.8294374942779541	0.457863986492157	0.007901967503130436
3.5804889705338314e-09	-0.8514963388442993	0.45629817247390747	-0.022004786878824234
3.5904446394548113e-09	-0.885026752948761	0.40615350008010864	-0.048697665333747864
3.600405126693181e-09	-0.912653923034668	0.310988187789917	-0.06832729279994965
3.6104086492314215e-09	-0.9225245118141174	0.1879928857088089	-0.07684841752052307
3.6204720874381116e-09	-0.9153680801391602	0.061516281217336655	-0.07253219187259674
3.63050352307308e-09	-0.9012372493743896	-0.04419468343257904	-0.057028450071811676
